"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 26 16:03:29 UTC 2023","Fri May 26 16:04:21 UTC 2023","52567","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.3 not equals","","","1.4.3.5 UserGroupA and UserB saved in Case Officer(s) field ---> UserB selected in Search criteria",""
"passed","Fri May 26 15:42:07 UTC 2023","Fri May 26 15:42:20 UTC 2023","12292","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.2 after",""
"passed","Fri May 26 16:13:54 UTC 2023","Fri May 26 16:14:37 UTC 2023","43485","Cases Search","1 Org Admin","1.6 Offense Location","","","1.6.2 not equals",""
"passed","Fri May 26 15:59:33 UTC 2023","Fri May 26 16:02:24 UTC 2023","171908","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.3 not equals","","","1.4.3.3 UserA saved in Case Officer(s) field ---> UserB selected in Search criteria",""
"passed","Fri May 26 17:27:44 UTC 2023","Fri May 26 17:29:20 UTC 2023","95881","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.13 Last Year",""
"passed","Fri May 26 17:26:18 UTC 2023","Fri May 26 17:27:42 UTC 2023","84249","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.12 Year to date",""
"passed","Fri May 26 16:16:23 UTC 2023","Fri May 26 16:16:59 UTC 2023","36167","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.2 after",""
"passed","Fri May 26 16:49:33 UTC 2023","Fri May 26 16:50:26 UTC 2023","52693","Cases Search","1 Org Admin","1.13 Closed Date","","","1.13.2 after",""
"failed","Fri May 26 17:08:52 UTC 2023","Fri May 26 17:11:35 UTC 2023","163428","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.2 after",""
"failed","Fri May 26 16:07:15 UTC 2023","Fri May 26 16:10:06 UTC 2023","171139","Cases Search","1 Org Admin","1.5 Offense Type","","","1.5.1 equals",""
"passed","Fri May 26 15:43:25 UTC 2023","Fri May 26 15:43:36 UTC 2023","11707","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.8 Current week",""
"failed","Fri May 26 15:48:15 UTC 2023","Fri May 26 15:49:42 UTC 2023","87257","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.1 equals (or)","","","1.4.1.1 UserA saved in Case Officer(s) field ---> UserA and UserB selected in Search criteria",""
"passed","Fri May 26 15:43:02 UTC 2023","Fri May 26 15:43:11 UTC 2023","9167","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.6 older than X",""
"passed","Fri May 26 15:47:44 UTC 2023","Fri May 26 15:48:14 UTC 2023","30584","Cases Search","1 Org Admin","1.3 Case Number","","","1.3.2 not equals",""
"passed","Fri May 26 16:24:11 UTC 2023","Fri May 26 16:24:53 UTC 2023","41819","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.10 Month to date",""
"passed","Fri May 26 16:39:28 UTC 2023","Fri May 26 16:42:14 UTC 2023","166328","Cases Search","1 Org Admin","1.10 Tags > 1.10.1 equals (or)","","","1.10.1.2 TagA saved in Tags field ---> TagA selected in Search criteria",""
"failed","Fri May 26 15:52:51 UTC 2023","Fri May 26 15:54:00 UTC 2023","68177","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.1 equals (or)","","","1.4.1.4 UserA saved in Case Officer(s) field ---> UserGroupA selected in Search criteria",""
"failed","Fri May 26 15:46:23 UTC 2023","Fri May 26 15:47:44 UTC 2023","80787","Cases Search","1 Org Admin","1.3 Case Number","","","1.3.1 equals",""
"passed","Fri May 26 16:34:51 UTC 2023","Fri May 26 16:35:58 UTC 2023","67068","Cases Search","1 Org Admin","1.9 Active","","","1.9.2 not equals",""
"passed","Fri May 26 15:41:32 UTC 2023","Fri May 26 15:41:43 UTC 2023","11300","Cases Search","1 Org Admin","1.1 Created By","","","1.1.3 ""Created By"" equals {email of the user (NOT current user) who created a case}",""
"passed","Fri May 26 17:11:35 UTC 2023","Fri May 26 17:13:17 UTC 2023","102271","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.3 between",""
"failed","Fri May 26 15:55:43 UTC 2023","Fri May 26 15:57:14 UTC 2023","90650","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.2 equals (and)","","","1.4.2.3 UserA, UserB and UserGroupA saved in Case Officer(s) field ---> UserA, UserB and UserGroupA selected in Search criteria",""
"passed","Fri May 26 15:41:22 UTC 2023","Fri May 26 15:41:32 UTC 2023","9363","Cases Search","1 Org Admin","1.1 Created By","","","1.1.2 ""Created By"" equals {current user - checkbox}",""
"failed","Fri May 26 15:43:37 UTC 2023","Fri May 26 15:44:47 UTC 2023","70273","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.9 Last week",""
"passed","Fri May 26 16:04:22 UTC 2023","Fri May 26 16:07:12 UTC 2023","169829","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.3 not equals","","","1.4.3.6 UserGroupA saved in Case Officer(s) field ---> UserGroupB selected in Search criteria",""
"passed","Fri May 26 16:18:28 UTC 2023","Fri May 26 16:19:13 UTC 2023","45548","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.5 newer than X",""
"passed","Fri May 26 16:46:56 UTC 2023","Fri May 26 16:48:23 UTC 2023","86406","Cases Search","1 Org Admin","1.10 Tags > 1.10.3 not equals","","","1.10.3.1 TagA saved in Tags field ---> TagA and TagB selected in Search criteria",""
"passed","Fri May 26 16:23:28 UTC 2023","Fri May 26 16:24:10 UTC 2023","42457","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.9 Last week",""
"passed","Fri May 26 17:13:18 UTC 2023","Fri May 26 17:14:30 UTC 2023","71442","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.4 exactly",""
"passed","Fri May 26 15:44:48 UTC 2023","Fri May 26 15:45:06 UTC 2023","17908","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.10 Month to date",""
"passed","Fri May 26 15:40:36 UTC 2023","Fri May 26 15:41:21 UTC 2023","44797","Cases Search","1 Org Admin","1.1 Created By","","","1.1.1 equals {email of the user (current user) who created a case}",""
"failed","Fri May 26 16:55:05 UTC 2023","Fri May 26 16:56:50 UTC 2023","104756","Cases Search","1 Org Admin","1.13 Closed Date","","","1.13.7 between X and Y",""
"passed","Fri May 26 17:24:28 UTC 2023","Fri May 26 17:26:16 UTC 2023","108125","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.11 Last Month",""
"passed","Fri May 26 17:00:15 UTC 2023","Fri May 26 17:01:39 UTC 2023","84277","Cases Search","1 Org Admin","1.13 Closed Date","","","1.13.10 Month to date",""
"passed","Fri May 26 15:58:46 UTC 2023","Fri May 26 15:59:32 UTC 2023","46407","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.3 not equals","","","1.4.3.2 UserA saved in Case Officer(s) field ---> UserA selected in Search criteria",""
"passed","Fri May 26 16:25:35 UTC 2023","Fri May 26 16:26:39 UTC 2023","63907","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.12 Year to date",""
"passed","Fri May 26 17:03:37 UTC 2023","Fri May 26 17:05:04 UTC 2023","86447","Cases Search","1 Org Admin","1.13 Closed Date","","","1.13.12 Year to date",""
"passed","Fri May 26 16:51:33 UTC 2023","Fri May 26 16:52:23 UTC 2023","50276","Cases Search","1 Org Admin","1.13 Closed Date","","","1.13.4 exactly",""
"passed","Fri May 26 16:10:53 UTC 2023","Fri May 26 16:13:52 UTC 2023","178642","Cases Search","1 Org Admin","1.6 Offense Location","","","1.6.1 equals",""
"passed","Fri May 26 16:56:50 UTC 2023","Fri May 26 16:57:49 UTC 2023","58539","Cases Search","1 Org Admin","1.13 Closed Date","","","1.13.8 Current week",""
"passed","Fri May 26 15:54:57 UTC 2023","Fri May 26 15:55:43 UTC 2023","45813","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.2 equals (and)","","","1.4.2.2 UserGroupA saved in Case Officer(s) field ---> UserGroupA and UserB selected in Search criteria",""
"failed","Fri May 26 16:27:25 UTC 2023","Fri May 26 16:30:19 UTC 2023","173262","Cases Search","1 Org Admin","1.8 Offense Description","","","1.8.1 equals",""
"failed","Fri May 26 16:53:31 UTC 2023","Fri May 26 16:55:05 UTC 2023","93890","Cases Search","1 Org Admin","1.13 Closed Date","","","1.13.6 older than X",""
"passed","Fri May 26 16:22:45 UTC 2023","Fri May 26 16:23:27 UTC 2023","41956","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.8 Current week",""
"passed","Fri May 26 15:45:07 UTC 2023","Fri May 26 15:45:33 UTC 2023","26376","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.11 Last Month",""
"failed","Fri May 26 17:15:42 UTC 2023","Fri May 26 17:18:10 UTC 2023","147944","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.6 older than X",""
"failed","Fri May 26 17:18:10 UTC 2023","Fri May 26 17:20:20 UTC 2023","130009","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.7 between X and Y",""
"passed","Fri May 26 15:42:49 UTC 2023","Fri May 26 15:43:01 UTC 2023","12662","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.5 newer than X",""
"failed","Fri May 26 16:21:00 UTC 2023","Fri May 26 16:22:45 UTC 2023","105318","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.7 between X and Y",""
"failed","Fri May 26 17:22:46 UTC 2023","Fri May 26 17:24:28 UTC 2023","101790","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.10 Month to date",""
"passed","Fri May 26 15:54:00 UTC 2023","Fri May 26 15:54:57 UTC 2023","57583","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.2 equals (and)","","","1.4.2.1 UserA saved in Case Officer(s) field ---> UserA and UserB selected in Search criteria",""
"failed","Fri May 26 17:01:43 UTC 2023","Fri May 26 17:03:37 UTC 2023","114500","Cases Search","1 Org Admin","1.13 Closed Date","","","1.13.11 Last Month",""
"passed","Fri May 26 16:30:19 UTC 2023","Fri May 26 16:31:23 UTC 2023","64520","Cases Search","1 Org Admin","1.8 Offense Description","","","1.8.2 not equals",""
"passed","Fri May 26 16:24:53 UTC 2023","Fri May 26 16:25:34 UTC 2023","40589","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.11 Last Month",""
"passed","Fri May 26 15:51:20 UTC 2023","Fri May 26 15:52:48 UTC 2023","88104","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.1 equals (or)","","","1.4.1.3 UserGroupA and UserA saved in Case Officer(s) field ---> UserA selected in Search criteria",""
"passed","Fri May 26 16:17:49 UTC 2023","Fri May 26 16:18:25 UTC 2023","36546","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.4 exactly",""
"passed","Fri May 26 17:07:05 UTC 2023","Fri May 26 17:08:48 UTC 2023","102713","Cases Search","1 Org Admin","1.14 Review Date","","","1.14.1 before",""
"passed","Fri May 26 16:02:28 UTC 2023","Fri May 26 16:03:28 UTC 2023","60029","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.3 not equals","","","1.4.3.4 UserGroupA saved in Case Officer(s) field ---> UserGroupA selected in Search criteria",""
"passed","Fri May 26 16:35:59 UTC 2023","Fri May 26 16:39:24 UTC 2023","205892","Cases Search","1 Org Admin","1.10 Tags > 1.10.1 equals (or)","","","1.10.1.1 TagA and TagB saved in Tags field ---> TagA, TagB and TagC selected in Search criteria",""
"passed","Fri May 26 15:43:11 UTC 2023","Fri May 26 15:43:24 UTC 2023","13202","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.7 between X and Y",""
"failed","Fri May 26 15:57:14 UTC 2023","Fri May 26 15:58:46 UTC 2023","91493","Cases Search","1 Org Admin","1.4 Case Officer(s) > 1.4.3 not equals","","","1.4.3.1 UserA saved in Case Officer(s) field ---> UserA and UserB selected in Search criteria",""
"passed","Fri May 26 15:46:09 UTC 2023","Fri May 26 15:46:23 UTC 2023","13329","Cases Search","1 Org Admin","1.2 Created Date","","","1.2.13 Last Year",""
"failed","Fri May 26 16:14:38 UTC 2023","Fri May 26 16:16:23 UTC 2023","104248","Cases Search","1 Org Admin","1.7 Offense Date","","","1.7.1 before",""
